Monthly Income,Utilities,Food,Transportation,Healthcare,Personal Care,Education,Entertainment,Savings,Others
9833,3101.63,2496.49,1110.62,589.8,498.17,1107.66,552.15,705.21,437.9
3893,1286.12,996.79,554.49,233.85,270.07,509.48,262.94,240.95,192.18
7997,2473.14,2394.18,1120.64,458.58,428.87,942.76,401.79,334.15,388.86
8795,2914.19,2413.17,923.89,526.81,488.23,1021.02,600.96,612.41,357.4
5634,1739.16,1475.6,744.85,329.85,372.89,663.12,377.66,245.08,228.67
3652,1107.25,1053.54,497.01,242.69,196.47,456.35,191.67,161.4,151.38
7540,2386.54,1984.64,1023.87,381.47,437.48,1072.58,488.13,457.56,310.38
6141,1913.27,1758.54,836.14,413.66,413.29,847.25,353.0,464.72,261.23
5892,2029.5,1719.66,639.12,323.34,369.7,721.58,351.14,294.61,257.6
2599,786.84,751.67,300.85,167.47,145.65,296.57,133.52,79.61,106.12
6815,2104.68,1797.13,969.15,395.96,428.53,972.6,369.72,194.55,303.98
3912,1280.93,1056.56,566.93,218.63,259.18,561.41,270.21,149.18,177.21
3292,1066.78,891.02,375.15,205.11,191.19,403.88,192.12,156.24,153.46
2600,785.96,713.87,262.99,169.98,159.73,350.46,131.35,98.44,114.56
2380,714.86,614.92,340.31,140.42,166.03,281.94,143.52,149.26,102.24
6213,2170.84,1693.81,738.44,368.62,430.51,667.62,434.25,326.55,288.48
5637,1876.79,1553.21,656.56,288.49,339.24,654.31,319.37,250.3,276.84
4163,1324.96,1151.43,488.53,285.08,216.15,558.28,219.91,136.56,183.03
9797,3169.54,2850.88,1183.33,655.79,627.14,1356.6,615.95,551.81,420.63
6355,1991.2,1753.13,755.69,368.33,351.89,906.11,434.66,384.13,299.81
3098,982.82,810.25,397.54,202.3,196.38,312.54,208.13,207.72,151.1
7599,2526.3,2151.71,789.89,427.56,433.41,944.71,479.8,603.75,376.9
8448,2907.3,2448.79,1255.18,545.81,543.84,960.5,453.51,286.22,356.52
8150,2520.03,2167.64,1196.6,491.72,467.37,1093.71,535.35,170.39,350.68
2365,808.87,667.56,346.99,140.04,162.77,265.51,157.19,118.31,116.02
7753,2373.02,1995.21,1116.15,396.41,408.84,994.82,519.38,584.89,331.05
4570,1420.13,1220.63,607.88,316.74,234.75,619.68,265.42,159.61,198.59
5419,1635.77,1601.1,601.81,361.71,355.62,750.55,315.26,354.15,251.41
7557,2320.31,2233.59,774.4,497.76,438.51,857.52,401.3,296.01,345.21
8120,2808.43,2263.58,852.32,455.52,481.61,847.66,531.48,352.99,396.08
9382,3030.12,2674.97,1090.18,523.44,644.32,1040.8,607.43,721.13,432.68
4476,1360.18,1310.13,560.37,275.11,276.61,581.69,232.73,213.33,200.92
2790,970.88,831.22,417.56,186.72,176.34,284.64,140.62,177.22,113.66
5569,1915.46,1528.66,678.15,382.55,280.62,601.14,384.45,295.11,277.06
9707,3278.39,2699.31,1225.34,537.56,615.52,1453.85,488.7,639.05,429.27
2746,951.97,743.57,370.05,170.66,158.63,327.09,171.82,107.21,125.56
8510,2646.67,2158.13,927.9,548.71,503.83,1062.27,502.71,617.94,383.12
2312,790.28,626.88,339.03,126.07,152.96,232.47,151.55,122.39,109.54
6633,2218.74,1920.46,838.75,385.7,401.14,859.61,343.29,255.7,308.2
2920,1002.98,847.51,332.33,156.95,203.63,339.49,185.85,65.09,126.81
3077,1045.7,906.54,451.57,196.86,202.89,389.27,191.69,63.98,139.08
9708,3080.59,2451.98,1274.39,653.11,626.86,1226.18,651.13,399.99,468.51
7586,2569.53,2096.45,942.06,512.44,468.62,1125.56,457.97,249.9,351.49
9008,2820.61,2300.38,1162.1,571.12,524.7,1021.62,581.61,208.63,446.31
9331,2952.6,2426.41,1282.22,531.34,476.42,1199.24,548.21,496.14,443.59
4829,1474.75,1424.61,520.21,305.29,243.24,575.03,336.48,383.07,216.59
4381,1519.13,1204.07,627.54,294.78,223.15,530.54,268.07,198.63,210.6
5618,1767.14,1617.58,831.33,351.22,388.63,577.41,365.57,298.47,249.56
2797,911.91,708.25,358.99,162.95,157.93,375.98,145.05,92.83,117.84
6443,2058.97,1745.03,864.09,440.68,412.43,707.21,381.78,208.08,298.29
2272,790.65,644.59,324.88,151.55,140.61,280.42,116.53,90.2,98.92
5010,1586.93,1285.92,594.89,338.92,307.78,609.78,262.7,351.22,201.65
6815,2309.79,1814.77,1019.81,463.86,419.7,841.02,409.74,529.08,287.19
3773,1293.27,955.43,505.68,218.37,211.46,448.15,215.23,242.92,157.22
9581,3082.98,2707.27,1161.22,643.77,648.93,1074.21,567.16,203.44,459.4
4547,1450.08,1357.48,608.69,279.22,310.94,556.72,272.47,210.55,214.92
5164,1742.27,1504.54,651.1,262.14,324.77,528.33,274.7,233.63,238.29
6780,2343.47,2025.4,715.85,425.22,456.15,760.15,388.61,516.04,334.55
8222,2776.95,2403.13,1149.38,488.49,420.96,1144.85,552.62,532.24,343.52
6717,2091.38,1966.47,861.25,372.81,349.34,954.76,450.93,422.25,279.64
8135,2801.82,2268.52,1137.21,564.63,497.71,1104.45,486.57,438.37,399.35
9384,2997.05,2589.16,1011.08,479.54,628.07,1235.2,609.8,551.31,436.06
2946,968.68,796.34,373.9,203.03,165.89,414.1,191.7,182.41,134.27
8501,2903.7,2472.98,1175.95,452.13,518.23,904.43,432.55,451.86,402.94
4665,1443.44,1208.72,697.02,268.42,234.18,589.02,290.25,329.77,199.74
2506,850.1,633.54,361.41,146.21,174.75,265.17,165.62,55.67,115.15
7678,2532.27,2283.4,1099.62,496.16,501.68,1066.42,475.11,587.24,339.9
9348,3221.95,2338.77,1050.46,507.71,534.97,1178.11,568.65,620.85,402.62
8719,2690.67,2605.6,1237.22,607.91,607.37,1225.03,528.58,451.1,425.17
9413,3021.89,2696.28,1020.97,611.66,488.05,1317.38,566.28,674.16,391.64
2243,766.3,597.59,246.52,147.59,132.97,276.59,147.06,156.29,90.12
2505,753.91,713.65,264.29,130.58,128.2,312.73,157.44,113.13,109.2
6517,1991.66,1895.75,931.15,387.93,369.51,660.91,353.94,458.72,273.61
9487,3315.97,2488.14,1000.05,653.77,515.97,1197.03,556.57,296.95,456.42
5158,1619.71,1488.31,551.42,285.76,290.56,690.52,312.43,248.37,212.85
8360,2915.78,2426.23,938.78,442.31,576.41,933.67,488.05,283.71,412.77
9657,2985.24,2534.65,1242.21,576.6,565.36,1442.04,528.74,265.22,402.46
5590,1777.93,1409.22,805.01,383.52,315.82,831.46,293.45,411.85,273.31
9445,3189.04,2457.65,1142.01,564.2,593.29,1078.07,494.41,396.85,393.7
3872,1288.95,1006.85,492.96,224.95,246.52,525.23,216.54,236.44,156.74
5793,1906.22,1467.15,627.52,364.99,403.63,587.99,336.3,246.24,259.98
9152,2988.08,2620.22,1036.9,629.09,557.55,1219.85,582.59,481.83,398.69
3192,1092.21,858.64,340.57,162.73,207.64,418.79,222.48,130.5,146.76
6425,2002.98,1890.36,774.19,340.96,370.36,906.62,436.56,414.82,298.17
6745,2172.72,1771.29,873.59,355.16,360.32,777.15,447.02,453.18,332.82
3464,1066.12,944.5,395.59,179.11,202.98,498.47,229.58,158.76,171.56
2390,788.22,673.86,340.1,133.94,139.52,341.53,147.99,171.07,107.43
7615,2379.89,2237.84,1135.11,415.67,444.81,1016.45,419.25,314.64,320.49
6476,2050.9,1788.87,686.51,394.87,413.87,800.54,384.93,425.78,275.05
5377,1739.8,1444.67,542.5,304.05,312.51,703.96,284.18,317.26,220.44
6837,2060.25,2005.64,953.69,397.26,472.32,933.24,419.3,323.79,292.61
8106,2469.06,2152.24,887.87,558.0,564.62,1205.87,409.03,594.45,398.12
6915,2311.66,1756.21,813.6,367.28,418.13,733.59,371.95,375.73,301.81
2672,858.91,727.46,319.87,154.36,163.44,309.03,171.67,188.14,123.7
4560,1565.17,1319.0,664.98,251.45,265.18,634.0,253.25,291.84,227.14
7867,2633.35,1978.86,1045.85,479.76,449.3,947.65,459.43,408.73,323.08
9092,2731.28,2539.34,927.66,588.5,633.77,1214.91,605.9,359.91,434.18
3211,1062.31,898.19,323.48,213.02,163.16,342.47,163.41,247.47,150.91
2929,892.43,868.23,322.13,176.64,170.47,396.76,147.78,68.55,141.15
3539,1199.89,935.44,410.2,237.46,187.66,473.18,193.16,260.72,146.41
2912,1017.96,768.6,361.75,191.32,187.9,376.5,185.46,146.72,131.09
2643,863.1,718.96,375.02,140.45,142.43,365.43,144.63,171.6,122.42
6522,2179.25,1746.89,754.86,358.11,441.49,939.2,438.76,261.19,310.45
2501,779.98,717.33,297.19,158.65,143.78,353.8,142.65,107.67,117.86
2729,878.41,769.82,317.84,189.65,186.51,290.31,151.92,85.81,124.74
3283,1125.43,945.33,329.77,188.85,228.93,450.49,179.44,253.65,146.72
9680,2985.03,2816.9,1430.32,528.49,633.3,1185.69,595.12,218.75,478.36
4118,1290.07,1219.54,440.42,277.48,257.22,480.55,276.43,177.94,172.21
8621,2778.3,2341.01,986.1,465.47,456.9,1241.27,501.06,345.55,362.46
9345,3136.3,2796.35,994.92,597.6,641.64,1195.98,514.45,642.79,384.18
6552,2088.74,1708.65,815.9,332.09,429.4,819.4,382.75,328.22,269.46
8332,2886.09,2380.6,1221.54,419.76,464.6,1160.06,567.37,251.18,406.06
6386,1945.96,1767.01,670.75,376.97,379.14,815.27,362.03,322.75,294.17
9687,3085.7,2817.42,1182.25,611.55,497.46,1384.28,611.39,330.92,478.06
5836,1957.67,1598.12,590.13,308.42,368.72,613.63,330.29,122.71,285.2
2919,908.68,844.17,404.41,190.55,153.26,405.18,185.34,153.75,125.53
6050,2013.56,1793.88,798.97,318.08,381.34,654.56,409.1,251.83,280.8
4339,1337.33,1243.62,585.7,263.27,275.23,482.76,268.89,148.97,190.02
8065,2442.07,2329.21,996.97,452.98,455.61,878.86,556.07,244.65,393.26
2755,843.17,698.0,400.53,179.2,190.02,308.34,170.89,130.1,130.43
7754,2686.76,2017.96,934.19,512.4,508.5,1059.13,538.88,559.66,319.73
7930,2597.77,2368.81,996.83,406.98,475.28,1052.84,511.28,519.32,337.29
7402,2515.33,2107.05,997.53,398.61,506.08,825.24,466.74,150.1,344.75
7663,2426.36,2130.87,965.75,519.96,514.32,869.82,510.33,489.43,325.38
3869,1275.35,1038.24,423.53,225.61,247.01,406.11,194.31,94.26,175.42
6472,2101.77,1632.36,749.8,385.31,343.4,781.31,356.9,342.24,274.69
9825,3412.09,2637.59,1027.84,524.27,588.93,1168.48,533.71,656.34,460.06
7275,2454.43,2000.23,884.86,508.51,489.52,780.54,379.89,343.36,296.46
2507,843.67,653.26,327.09,171.63,155.88,355.32,172.37,106.8,118.36
3436,1038.76,888.74,363.96,171.94,209.29,490.08,180.8,262.4,149.02
4575,1498.24,1260.05,601.75,279.14,316.15,482.44,252.8,99.53,203.75
5426,1754.49,1515.46,784.84,365.96,273.1,614.87,307.67,143.02,243.28
2558,886.07,670.19,298.99,149.93,128.52,349.95,159.86,184.74,107.29
9930,3106.77,2774.14,1103.24,583.25,673.81,1424.94,648.92,726.62,490.76
9354,2932.4,2759.59,1353.06,538.67,474.91,968.92,580.82,396.27,374.18
5102,1635.53,1396.21,686.72,258.04,289.03,740.39,331.52,267.41,223.1
8403,2623.15,2460.98,884.58,552.97,575.44,866.2,487.73,250.95,346.92
6516,1996.89,1931.11,784.56,385.33,415.87,858.09,455.57,476.04,284.09
7648,2622.28,1947.33,1022.57,463.63,481.54,773.24,408.42,368.2,313.87
5622,1843.53,1432.43,723.66,309.85,354.97,823.14,326.05,302.72,246.17
6399,2195.29,1752.06,837.8,420.3,360.6,753.06,426.45,173.31,268.37
7037,2403.53,1966.17,903.25,463.56,426.52,931.98,386.58,400.33,320.45
6057,1902.52,1643.23,847.39,369.83,379.16,661.61,393.81,374.02,243.0
9206,3013.92,2451.77,1068.09,626.86,516.59,1068.47,527.37,346.91,414.83
9656,2936.98,2723.47,1307.65,505.18,636.4,1326.4,517.1,712.31,413.54
5715,1976.03,1429.34,854.7,375.66,322.53,849.53,331.85,184.22,246.97
8685,2781.05,2591.64,1037.84,531.28,446.66,1299.3,570.57,641.33,378.2
9837,3144.73,2573.4,1372.78,537.3,531.48,1381.94,513.88,611.87,457.69
3301,1040.27,976.62,370.72,173.78,192.01,469.93,199.12,230.58,157.05
9370,3026.82,2393.57,1069.07,524.91,638.67,1391.17,607.43,580.43,405.69
7185,2245.94,1881.78,1054.35,482.3,418.99,732.98,467.25,328.39,353.86
4155,1324.38,1087.55,420.89,273.2,215.21,450.85,240.12,165.76,197.21
8411,2859.72,2521.68,932.54,529.07,453.6,863.25,499.01,538.68,370.41
8365,2858.43,2093.17,1038.48,433.36,509.34,1046.11,561.59,316.95,342.78
7923,2497.4,2234.14,951.49,547.45,424.3,1172.01,429.17,187.87,361.32
7649,2474.07,2244.86,1005.53,429.18,392.23,987.65,534.3,266.34,352.91
9257,3181.55,2625.41,1014.9,575.23,595.19,1182.77,540.47,604.61,382.9
2692,814.69,721.82,278.7,177.84,176.83,380.47,149.43,181.96,130.62
6350,2187.3,1891.76,752.26,334.37,425.53,929.94,317.83,232.39,278.22
3478,1081.52,1024.88,438.99,219.27,232.6,469.28,182.6,137.99,144.42
8396,2803.65,2281.17,1075.53,425.22,483.49,1215.48,546.83,444.65,379.57
2256,742.51,628.67,293.45,117.39,145.94,245.36,142.09,80.58,99.76
4430,1451.48,1321.81,564.53,285.57,273.2,554.5,243.34,249.72,205.65
2441,837.18,730.17,274.09,129.62,123.19,288.6,167.31,90.13,101.85
3881,1184.01,1057.54,536.46,228.47,225.22,452.63,258.92,105.77,156.05
4646,1474.41,1358.34,484.99,255.38,237.21,514.37,257.32,136.08,207.98
7209,2356.71,1911.1,792.4,421.18,372.47,1043.14,408.04,252.55,299.69
5820,1982.09,1563.2,797.16,299.99,297.52,713.06,312.51,175.03,241.91
8533,2652.25,2203.57,972.65,555.48,590.65,1079.53,536.31,669.5,399.17
6677,2271.16,1739.09,832.45,344.41,446.58,759.95,427.48,397.3,284.36
9211,2947.35,2605.27,1071.79,614.91,541.44,1364.54,533.48,283.29,445.81
3735,1155.78,1029.14,468.18,236.25,205.28,487.64,241.82,169.7,168.63
5735,1938.14,1500.03,672.9,334.53,295.06,573.7,400.48,207.31,264.27
4645,1414.61,1254.83,695.4,312.75,272.31,526.72,289.1,283.68,200.71
2018,657.34,542.15,237.87,108.41,125.13,302.63,127.11,145.37,85.24
3124,947.18,935.23,410.35,172.73,206.0,464.66,179.56,137.61,129.93
5985,1902.16,1751.68,864.34,315.66,305.42,761.48,300.52,273.7,281.72
4654,1536.07,1253.78,613.85,268.22,271.6,596.67,321.49,204.35,218.23
9933,3256.09,2937.15,1274.33,692.67,690.71,1441.07,650.08,466.39,446.26
7476,2394.06,1997.08,960.38,397.88,391.85,1012.46,477.8,165.6,357.45
7661,2462.65,2171.09,956.27,510.37,444.38,1123.19,387.62,425.62,367.93
9928,3090.97,2961.85,1393.68,625.84,551.01,1230.64,647.11,765.67,441.02
4080,1317.0,1099.62,418.29,205.29,214.94,607.08,258.68,273.85,189.77
8089,2812.24,2297.23,1166.89,557.31,540.17,1027.12,496.49,579.86,397.34
9396,3218.34,2488.03,1215.04,652.29,600.8,1242.55,586.99,317.1,383.49
3547,1089.86,933.98,505.25,242.96,206.55,369.34,242.5,200.16,142.31
9797,2953.69,2730.5,984.79,588.16,562.17,1279.31,491.16,720.85,438.26
2861,991.84,855.33,410.45,155.66,190.41,395.93,152.03,69.0,123.93
2154,702.93,587.3,228.34,124.56,111.61,262.71,146.25,156.46,88.03
5494,1795.94,1631.07,747.52,342.19,290.83,687.42,275.6,131.14,227.99
2904,984.56,858.77,350.88,167.2,197.85,347.51,197.68,229.37,123.64
3269,1032.14,858.73,438.22,209.75,216.88,485.29,165.39,81.84,134.01
2404,779.13,649.3,315.91,158.45,157.46,297.69,157.67,101.16,103.83
2843,990.6,802.2,307.53,154.06,177.63,302.24,192.81,66.18,117.5
3782,1261.7,1043.46,475.51,219.73,211.22,383.66,235.43,88.52,174.91
3564,1096.6,908.1,405.8,246.47,244.83,494.05,223.92,256.53,167.39
3184,976.41,954.2,407.62,175.11,190.52,405.59,162.42,75.83,152.05
2746,851.85,789.84,375.93,156.33,152.71,274.98,148.88,185.51,133.72
3725,1260.3,1012.77,387.63,188.91,213.49,443.74,253.26,277.19,149.12
5188,1633.02,1457.35,652.59,293.89,261.15,755.9,344.87,394.82,216.67
2270,683.43,577.44,297.1,130.34,125.08,334.57,116.2,163.08,109.29
6865,2383.59,1886.26,787.88,356.96,369.06,704.88,454.87,530.73,276.69
7811,2409.58,2316.29,1153.3,390.78,411.73,829.3,456.71,180.49,364.42
7606,2285.43,2242.48,958.47,467.83,385.19,762.45,465.6,606.93,317.99
5956,1857.42,1589.47,649.95,333.72,324.83,854.29,310.71,126.44,268.4
2171,676.81,600.43,228.8,109.32,113.04,224.79,125.86,65.11,107.73
2273,729.86,647.51,288.86,152.74,115.7,239.56,133.42,56.5,105.66
4306,1489.96,1149.7,511.39,265.63,227.13,479.61,272.96,278.34,188.1
3158,1086.22,799.74,346.2,168.71,170.68,460.63,199.43,79.65,148.08
3706,1196.46,1020.16,376.29,249.43,216.13,498.13,225.98,139.2,148.45
9889,3169.87,2769.73,1269.06,544.6,609.89,1293.92,500.67,576.38,489.55
3771,1235.95,943.85,489.97,205.7,212.86,525.05,200.73,188.1,163.83
2421,755.77,616.82,259.27,164.37,127.89,326.02,128.81,68.21,120.57
7540,2281.67,1963.15,980.86,404.06,518.8,1035.21,510.87,386.74,352.6
3209,1113.4,858.09,473.64,216.86,193.49,332.72,218.32,129.77,137.58
8507,2631.51,2356.89,1266.82,561.97,551.57,1101.56,562.57,469.22,392.62
9774,3029.16,2587.1,1411.61,549.26,624.45,1345.49,522.89,511.28,428.13
8521,2757.59,2247.92,1195.96,431.91,474.6,1093.1,569.23,676.32,395.61
9690,3145.19,2843.7,1070.44,500.5,593.0,974.71,520.86,695.85,464.22
6675,2008.65,1717.16,719.71,348.37,414.14,737.96,407.79,134.97,298.43
2890,888.38,794.09,353.29,195.99,164.83,428.14,186.92,88.32,122.02
6817,2173.99,2029.02,892.9,395.94,432.3,921.9,347.88,509.83,339.59
5267,1760.16,1481.35,750.73,266.78,346.64,708.02,326.34,275.82,232.41
6976,2172.47,1994.16,778.51,426.45,399.61,927.9,383.84,457.4,291.34
7217,2317.74,1959.86,894.78,390.87,363.0,767.82,432.71,362.37,342.03
8748,2868.18,2195.72,1157.99,478.54,498.52,876.59,504.57,587.39,407.24
8103,2790.91,2287.53,990.83,431.22,424.08,988.83,516.42,226.61,390.29
8165,2582.62,2299.23,1001.92,532.69,433.66,997.9,488.13,524.8,326.74
3473,1065.09,887.43,386.39,173.69,199.07,488.27,194.6,250.67,150.98
5243,1701.16,1431.91,782.95,308.18,283.92,571.9,357.61,188.43,226.21
6478,2185.26,1915.98,801.72,335.16,445.02,736.91,448.15,272.74,318.97
4181,1277.27,1088.12,529.47,255.24,263.64,434.46,276.11,231.77,181.86
3449,1107.94,941.77,382.59,196.32,208.21,413.86,212.51,248.65,156.14
5096,1533.33,1391.49,640.6,257.69,255.79,574.83,344.94,379.49,204.02
8646,2608.31,2511.99,974.99,512.01,450.22,978.25,536.34,450.16,415.71
5256,1703.72,1530.7,578.77,322.78,345.68,592.37,278.45,312.65,216.23
5156,1623.68,1484.74,586.68,283.34,297.99,575.29,259.6,373.16,251.73
3590,1228.7,963.1,359.5,234.46,182.77,416.4,231.62,121.62,169.99
7882,2601.91,1998.89,1012.9,452.59,524.24,999.71,512.72,547.9,359.13
6239,2013.3,1668.77,744.77,405.45,349.71,760.44,427.47,222.8,296.3
7982,2557.41,2266.8,1156.87,491.53,460.77,823.52,530.68,437.89,382.57
5981,1943.0,1705.41,610.27,403.03,415.6,725.45,375.56,455.03,284.2
7798,2355.17,2325.75,796.64,475.2,392.32,1109.76,419.58,395.28,363.46
3435,1183.84,936.66,495.65,184.5,221.3,360.8,212.56,87.95,167.65
2223,777.86,626.05,236.38,147.72,153.34,327.27,130.48,163.94,98.32
2219,685.84,614.57,222.14,145.7,113.78,256.14,121.25,122.26,101.32
6274,1919.96,1615.75,683.53,435.71,422.38,631.96,413.97,152.26,311.78
3654,1122.43,997.76,515.92,189.54,213.12,411.65,193.63,75.39,159.76
6528,2174.16,1809.83,914.81,403.59,441.03,675.54,408.7,232.9,310.14
2264,754.08,673.62,264.9,135.46,127.16,290.51,140.85,61.62,99.43
2953,1011.1,792.37,393.93,187.27,205.69,342.01,165.58,170.41,132.0
6524,2202.45,1950.71,817.86,454.09,410.63,915.6,382.21,364.06,282.86
5733,1848.8,1588.7,832.64,347.68,358.55,783.31,300.02,403.91,238.1
8559,2829.97,2243.51,880.05,545.33,565.9,1056.44,432.32,434.81,425.57
9620,3217.06,2497.19,1353.14,547.8,565.0,1231.65,483.5,338.5,427.83
4774,1554.59,1227.32,518.12,267.25,263.4,622.71,255.34,109.88,204.3
8340,2700.35,2273.87,997.31,472.93,460.86,946.88,561.61,172.06,387.5
7673,2549.39,1926.66,840.94,389.57,434.38,820.77,463.85,579.67,315.43
5124,1680.02,1395.02,692.41,285.38,319.47,608.86,268.2,146.91,232.8
2479,823.52,742.26,331.98,132.52,165.52,259.66,168.84,123.83,113.39
5514,1823.16,1563.25,702.46,326.15,330.79,638.21,338.44,373.23,231.36
3353,1126.47,965.63,452.35,198.55,194.71,427.94,169.52,253.88,166.3
5322,1767.65,1362.17,702.39,347.55,350.6,675.92,347.28,170.85,244.53
5878,1916.15,1608.54,816.0,352.95,327.95,623.25,349.56,199.36,248.21
2889,965.19,763.59,323.48,171.21,184.26,290.1,175.24,88.94,139.64
5854,1887.76,1725.2,710.94,319.82,305.09,611.43,364.5,172.9,252.13
2924,912.53,757.5,314.57,196.05,152.82,297.69,151.72,138.3,138.3
4170,1251.3,1138.15,506.57,216.09,262.21,500.5,287.54,242.5,193.0
3902,1279.85,1090.23,527.1,271.76,201.56,466.24,215.03,243.39,162.31
7506,2473.47,2069.42,1010.08,446.77,398.58,841.28,468.65,297.48,307.33
7458,2599.88,2174.1,1010.35,400.64,466.03,826.14,500.52,428.3,343.63
6873,2186.12,1797.79,793.41,392.36,403.89,823.53,389.28,138.44,320.85
4395,1405.11,1181.68,585.02,221.1,269.09,458.52,274.91,322.14,181.56
2028,628.86,587.32,240.06,108.15,141.02,224.53,141.51,146.39,84.62
9118,2767.56,2520.25,1342.39,517.05,571.14,1096.75,611.23,480.02,369.29
2034,688.79,549.4,238.32,124.25,125.74,213.04,133.4,70.38,84.1
5589,1746.47,1405.48,727.41,293.92,321.94,793.87,328.55,437.81,256.43
7515,2483.3,2161.83,1033.37,477.35,470.57,1005.51,443.58,515.82,315.68
4670,1561.6,1394.5,678.65,312.36,234.71,556.46,278.85,98.15,200.28
5365,1735.91,1507.64,653.97,329.66,328.05,576.84,342.33,258.48,244.39
2588,889.8,757.84,305.45,144.77,132.97,283.93,136.87,67.61,114.24
9516,3065.96,2624.93,1156.21,498.9,517.7,1008.74,639.67,265.82,461.07
5218,1639.73,1364.95,606.25,262.52,319.67,563.57,262.79,104.77,238.52
5138,1771.59,1288.21,681.79,332.1,325.54,622.34,274.37,314.77,212.31
2903,995.96,820.59,425.68,181.64,167.49,325.96,173.12,102.04,127.28
8663,2669.95,2379.34,920.91,515.67,505.74,1249.46,476.83,331.71,368.94
6086,1833.7,1759.49,779.29,316.71,364.92,901.01,348.8,138.89,259.2
4169,1269.46,1187.06,604.01,225.71,271.74,561.02,236.18,85.37,177.45
2339,735.21,700.29,245.61,155.08,117.77,328.48,129.53,158.03,103.35
6270,2185.8,1727.48,781.83,373.67,369.56,706.98,361.19,374.22,259.08
8019,2629.64,2176.03,1148.81,555.37,403.24,1068.54,481.99,344.33,341.0
3714,1183.51,981.75,538.61,259.98,209.41,382.17,221.08,89.86,174.61
6692,2304.96,1832.56,841.3,441.77,404.18,990.49,443.27,445.34,323.05
6546,2112.11,1922.19,662.77,361.1,337.76,873.96,367.64,494.76,262.74
2556,807.09,644.42,269.1,139.61,152.6,296.09,142.21,132.01,104.37
7255,2517.93,2168.48,938.33,399.55,496.91,1005.92,435.95,205.58,352.23
5087,1742.17,1524.4,540.2,354.75,324.08,512.72,259.23,300.91,214.4
7452,2549.95,2085.75,800.87,422.58,489.19,885.39,389.26,181.02,321.34
5266,1714.68,1403.8,729.9,337.7,324.43,762.43,347.88,157.62,228.39
5567,1889.84,1453.84,765.66,385.13,378.15,629.96,333.32,268.57,270.88
4056,1253.17,1070.07,576.51,269.29,214.71,541.05,208.2,141.72,168.84
5899,1938.77,1489.53,621.09,365.46,348.02,696.11,346.91,447.22,283.89
8477,2960.1,2320.63,931.68,452.5,525.07,1014.0,491.37,580.95,378.73
9500,2988.21,2402.23,1345.66,508.24,640.96,1304.32,521.77,347.76,454.4
3016,1024.59,862.35,410.34,180.5,169.38,438.86,173.25,234.73,141.39
8470,2748.72,2275.01,1188.32,584.76,423.69,917.61,455.41,361.65,400.81
4062,1226.68,1055.99,607.22,276.58,282.26,462.44,239.58,219.76,167.1
2838,959.67,786.81,406.46,151.33,143.37,353.02,165.09,152.8,122.28
3637,1121.75,1086.33,458.35,202.78,192.93,475.32,226.04,214.49,153.74
6321,2095.88,1799.95,730.32,390.49,369.41,779.94,435.15,218.82,260.8
5496,1672.34,1509.13,706.15,327.28,329.36,770.96,295.19,413.98,254.97
3813,1324.42,1101.37,503.05,199.75,254.29,527.74,222.48,137.04,179.03
5479,1723.62,1571.78,639.76,314.42,323.02,658.92,335.56,328.14,226.91
8256,2570.28,2432.11,1143.84,570.44,503.19,842.36,503.12,544.45,393.69
8116,2487.2,2112.05,849.24,560.24,438.26,890.53,513.15,591.58,347.92
3451,1198.53,1010.95,479.58,211.16,211.83,429.12,191.04,163.63,151.04
8144,2733.09,2158.58,827.43,510.67,463.94,1192.08,510.56,510.64,406.65
4313,1453.84,1281.18,538.69,234.79,224.17,553.7,233.0,108.36,180.8
3514,1141.95,927.88,502.75,227.84,242.22,444.59,184.52,234.32,144.71
3231,1045.99,957.48,337.07,164.94,166.83,440.06,215.29,211.11,137.92
3645,1113.55,1086.9,458.86,198.34,231.67,392.26,216.79,162.7,179.76
7831,2568.51,2014.72,845.51,392.47,533.79,840.63,453.77,303.9,322.64
4999,1561.42,1493.33,723.56,288.51,267.87,586.23,342.78,214.02,230.75
5440,1897.78,1383.32,770.4,364.51,297.8,814.6,349.22,138.36,260.74
6056,2058.0,1580.18,888.39,421.8,354.48,870.84,384.81,352.87,298.1
2305,739.1,627.44,331.34,146.03,128.83,308.88,124.21,172.37,103.22
8155,2508.21,2443.89,1115.83,529.24,531.55,974.99,441.88,488.84,363.52
9512,3227.1,2610.36,1039.13,525.59,539.93,1215.0,567.51,521.55,459.2
5536,1694.58,1536.35,637.33,334.41,385.95,637.62,349.02,439.79,232.28
3723,1152.14,1060.02,464.79,241.0,250.1,497.82,215.58,195.5,166.13
3689,1145.71,1100.85,477.52,221.14,250.51,446.16,189.19,150.33,171.09
3517,1153.03,1017.0,489.25,182.08,180.33,372.84,223.89,219.04,165.3
7487,2540.73,1955.66,833.66,485.29,400.75,829.22,490.21,383.98,307.85
5917,1868.09,1568.89,629.65,321.83,315.89,771.78,407.6,463.45,287.99
9080,2762.44,2314.32,1127.11,471.74,576.03,1223.33,528.23,670.81,437.5
2419,781.89,682.7,260.99,144.08,121.53,253.51,133.43,185.8,104.43
4936,1665.43,1278.61,664.81,254.17,326.41,693.1,338.2,99.02,220.95
5862,1823.57,1540.95,754.92,366.9,357.24,827.82,376.94,234.79,256.99
8314,2585.62,2447.69,1139.48,522.2,509.87,1131.99,426.34,479.16,414.13
6229,2163.71,1659.02,642.66,343.43,378.39,835.8,383.71,239.81,285.54
